fund_name,vintage_year,capital_committed,capital_contributed,capital_distributed,nav,tvpi,net_irr,source,reporting_period,scraped_date
"Pantheon Global Secondary Fund IV, L.P.",2008,100000000.0,66400000.0,89403617.0,14319193.0,1.56,0.13,Florida SBA,2020-Q2,2025-02-19
"Pantheon Venture Partners II, L.P.",2004,100000000.0,98247500.0,149766811.0,,1.52,0.068,Florida SBA,2020-Q2,2025-02-19
"Paul Capital Top Tier Investments II, L.P.",2001,120000000.0,115159193.0,154866240.0,,1.34,0.043,Florida SBA,2020-Q2,2025-02-19
"Paul Capital Top Tier Investments III, L.P.",2004,75000000.0,73396164.0,91353829.0,11126267.0,1.4,0.053,Florida SBA,2020-Q2,2025-02-19
"Paul Capital Top Tier Investments IV, L.P.",2007,100000000.0,101694458.0,203199504.0,,2.0,0.139,Florida SBA,2020-Q2,2025-02-19
"Paul Capital Top Tier Special Opportunities Fund, L.P.",2009,12450000.0,11932501.0,7120926.0,2079364.0,0.77,-0.035,Florida SBA,2020-Q2,2025-02-19
Peak Rock Capital Credit Fund II,2016,20000000.0,5761683.0,3563316.0,2086134.0,0.98,-0.035,Florida SBA,2020-Q2,2025-02-19
"Peak Rock Capital Fund II, L.P.",2016,80000000.0,32771671.0,18165193.0,30709443.0,1.49,0.3979999999999999,Florida SBA,2020-Q2,2025-02-19
"Permira European Fund IV, L.P.",2006,64037705.0,66661814.0,104162715.0,,1.56,0.083,Florida SBA,2020-Q2,2025-02-19
"Permira V, LP",2012,136860690.0,90291430.0,111021053.0,109542032.0,2.44,0.23,Florida SBA,2020-Q2,2025-02-19
"Platinum Equity Capital Partners, L.P.",2003,50000000.0,34606203.0,100796151.0,,2.91,0.602,Florida SBA,2020-Q2,2025-02-19
"Platinum Equity Capital Partners II, L.P.",2007,75000000.0,68185880.0,106124384.0,3024902.0,1.6,0.121,Florida SBA,2020-Q2,2025-02-19
"Post Oak Energy Partners II, LP",2013,25000000.0,28880588.0,14686194.0,19993459.0,1.2,0.079,Florida SBA,2020-Q2,2025-02-19
"Post Oak Energy Partners III, LP",2016,60000000.0,52721478.0,33105343.0,26608466.0,1.13,0.071,Florida SBA,2020-Q2,2025-02-19
"Post Oak Energy Partners IV, LP",2017,60000000.0,22293959.0,33606.0,14848336.0,0.67,-0.312,Florida SBA,2020-Q2,2025-02-19
"Pomona Capital VI (Combined), L.P.",2004,50000000.0,44551931.0,56178263.0,2008654.0,1.31,0.046,Florida SBA,2020-Q2,2025-02-19
"Pomona Capital VII (Combined), L.P.",2007,50000000.0,42172835.0,55148552.0,,1.31,0.079,Florida SBA,2020-Q2,2025-02-19
"Providence Equity Partners VI, L.P.",2006,50000000.0,47684103.0,69769291.0,,1.46,0.073,Florida SBA,2020-Q2,2025-02-19
"Providence Equity Partners VII, L.P.",2011,200000000.0,216320673.0,348912401.0,,1.61,0.212,Florida SBA,2020-Q2,2025-02-19
"RCP Advisors Fund IV, L.P.",2006,50000000.0,55245286.0,99595557.0,4122265.0,1.88,0.131,Florida SBA,2020-Q2,2025-02-19
"RCP Advisors Fund V, L.P.",2007,50000000.0,58188780.0,95253514.0,9684748.0,1.8,0.143,Florida SBA,2020-Q2,2025-02-19
"RCP Advisors Fund VI, L.P.",2008,50000000.0,56967460.0,92669858.0,19874265.0,1.98,0.158,Florida SBA,2020-Q2,2025-02-19
"RCP Advisors Fund VII, L.P.",2009,50000000.0,55017993.0,71755075.0,32637375.0,1.9,0.1689999999999999,Florida SBA,2020-Q2,2025-02-19
"RCP Advisors Fund VIII, L.P.",2011,50000000.0,53992719.0,41107000.0,45523805.0,1.6,0.161,Florida SBA,2020-Q2,2025-02-19
"RCP Advisors Fund IX, L.P.",2013,50000000.0,46920623.0,15700656.0,49358997.0,1.39,0.13,Florida SBA,2020-Q2,2025-02-19
RCP Advisors Fund X,2014,50000000.0,42175500.0,5675226.0,42046022.0,1.13,0.059,Florida SBA,2020-Q2,2025-02-19
"Ripplewood Partners, L.P.",1995,100000000.0,96498975.0,168333429.0,,1.74,0.136,Florida SBA,2020-Q2,2025-02-19
"Ripplewood Partners II, L.P.",2000,100000000.0,97676727.0,116568788.0,,1.19,0.062,Florida SBA,2020-Q2,2025-02-19
"Riverside Capital Appreciation Fund 2008, L.P.",2008,75000000.0,67916041.0,89754752.0,,1.32,0.0819999999999999,Florida SBA,2020-Q2,2025-02-19
"Riverside Capital Appreciation Fund VI, L.P.",2012,75000000.0,70704652.0,101279219.0,,1.43,0.144,Florida SBA,2020-Q2,2025-02-19
"Riverside Europe Fund IV, L.P.",2008,49699937.0,47580396.0,49531443.0,,1.04,0.015,Florida SBA,2020-Q2,2025-02-19
Rubicon Technology Partners L.P.,2013,50000000.0,52971989.0,60041161.0,19539010.0,1.5,0.147,Florida SBA,2020-Q2,2025-02-19
Rubicon Technology Partners II,2016,76000000.0,63095952.0,10718794.0,63773769.0,1.18,0.134,Florida SBA,2020-Q2,2025-02-19
Rubicon Technology Partners III L.P.,2019,100000000.0,0.0,0.0,,,,Florida SBA,2020-Q2,2025-02-19
"Searchlight Partners II, L.P.",2015,100000000.0,90899454.0,20693497.0,104396556.0,1.38,0.165,Florida SBA,2020-Q2,2025-02-19
"Searchlight Capital III, L.P.",2019,150000000.0,24114623.0,0.0,22786095.0,0.94,,Florida SBA,2020-Q2,2025-02-19
"Silicon Valley Bank SIF V, L.P.",2011,125000000.0,103187500.0,89588614.0,199719249.0,2.8,0.192,Florida SBA,2020-Q2,2025-02-19
"Silicon Valley Bank SIF V-A Opportunity, L.P.",2011,50000000.0,37387500.0,26856250.0,100904209.0,3.42,0.226,Florida SBA,2020-Q2,2025-02-19
Silicon Valley Bank SIF VI-A,2013,125000000.0,114690845.0,36314409.0,222008176.0,2.25,0.1889999999999999,Florida SBA,2020-Q2,2025-02-19
"Silicon Valley Bank SIF VII, L.P.",2014,125000000.0,111025000.0,9712500.0,206923141.0,1.95,0.2189999999999999,Florida SBA,2020-Q2,2025-02-19
Silicon Valley Bank SIF VIII,2016,100000000.0,72292889.0,518260.0,123920886.0,1.72,0.3339999999999999,Florida SBA,2020-Q2,2025-02-19
"Silicon Valley Bank Capital Partners III, L.P.",2013,22500000.0,21779996.0,15850603.0,31231017.0,2.16,0.206,Florida SBA,2020-Q2,2025-02-19
Silicon Valley Bank Capital Partners IV,2017,25000000.0,16887500.0,0.0,16910216.0,1.0,0.001,Florida SBA,2020-Q2,2025-02-19
Silicon Valley Bank Overage Fund,2015,100575334.0,84351207.0,1050000.0,119551182.0,1.43,0.085,Florida SBA,2020-Q2,2025-02-19
"Silver Lake Partners IV, L.P.",2012,100000000.0,109642893.0,83587616.0,128625518.0,1.94,0.235,Florida SBA,2020-Q2,2025-02-19
"Silver Lake Partners V, L.P.",2016,140000000.0,95921151.0,2344127.0,107206467.0,1.14,0.119,Florida SBA,2020-Q2,2025-02-19
"Silver Lake Partners VI, L.P.",2020,175000000.0,0.0,0.0,,,,Florida SBA,2020-Q2,2025-02-19
Siris Partners III,2014,75000000.0,92926320.0,50400858.0,64640538.0,1.24,0.12,Florida SBA,2020-Q2,2025-02-19
"Siris Partners IV, L.P.",2017,75000000.0,40376592.0,0.0,35683941.0,0.88,-0.146,Florida SBA,2020-Q2,2025-02-19
"Snow Phipps II, L.P.",2009,50000000.0,38441890.0,52493528.0,,1.37,0.146,Florida SBA,2020-Q2,2025-02-19
"Strategic Investors Fund X, L.P.",2019,75000000.0,0.0,0.0,,,,Florida SBA,2020-Q2,2025-02-19
Summa Equity Fund II,2019,31350747.0,6163751.0,0.0,9842891.0,1.6,,Florida SBA,2020-Q2,2025-02-19
"Summit Partners Growth Equity Fund VIII-A, L.P.",2011,125000000.0,67512499.0,102468230.0,,1.52,0.32,Florida SBA,2020-Q2,2025-02-19
"SVB Strategic Investors Fund IX, L.P.",2018,75000000.0,26415000.0,0.0,26009240.0,0.98,-0.019,Florida SBA,2020-Q2,2025-02-19
"TA Associates XI, L.P.",2009,100000000.0,82750000.0,128276033.0,,1.55,0.1969999999999999,Florida SBA,2020-Q2,2025-02-19
"The Energy & Minerals Group Fund III, L.P.",2013,85000000.0,84454070.0,8456372.0,40725035.0,0.58,-0.1119999999999999,Florida SBA,2020-Q2,2025-02-19
"The Rise Fund I, L.P.",2016,25000000.0,17366172.0,616185.0,19003582.0,1.13,0.081,Florida SBA,2020-Q2,2025-02-19
"The Rise Fund II, L.P.",2019,50000000.0,0.0,0.0,,,,Florida SBA,2020-Q2,2025-02-19
"Thoma Bravo Discover Fund, L.P.",2015,50000000.0,56752042.0,45776404.0,72241976.0,2.08,0.34,Florida SBA,2020-Q2,2025-02-19
Thoma Bravo Discover Fund II L..P.,2017,75000000.0,45661844.0,0.0,53968950.0,1.18,0.1939999999999999,Florida SBA,2020-Q2,2025-02-19
"Thoma Bravo Fund IX, L.P.",2008,50000000.0,51525597.0,209665539.0,518698.0,4.08,0.481,Florida SBA,2020-Q2,2025-02-19
"Thoma Bravo Fund X, L.P.",2011,100000000.0,85803743.0,261893432.0,64369492.0,3.8,0.3939999999999999,Florida SBA,2020-Q2,2025-02-19
"Thoma Bravo Fund XI, L.P.",2014,100000000.0,156867731.0,262048471.0,179356506.0,2.81,0.299,Florida SBA,2020-Q2,2025-02-19
Thoma Bravo XII,2016,150000000.0,154680772.0,13146281.0,210560736.0,1.45,0.153,Florida SBA,2020-Q2,2025-02-19
"Thoma Bravo Fund XIII, L.P.",2018,150000000.0,108561216.0,50147.0,163676058.0,1.51,0.626,Florida SBA,2020-Q2,2025-02-19
"Thoma Bravo Overage Fund, L.P.",2013,45000000.0,35364215.0,88903394.0,41088282.0,3.68,0.354,Florida SBA,2020-Q2,2025-02-19
"Thoma Bravo Special Opportunities Fund II, L.P.",2015,50000000.0,52611754.0,45661192.0,67242274.0,2.15,0.217,Florida SBA,2020-Q2,2025-02-19
"Thoma Cressey Fund VIII, L.P.",2005,50000000.0,49450000.0,144700760.0,,2.93,0.183,Florida SBA,2020-Q2,2025-02-19
"Thomas H. Lee Equity Fund IV, L.P.",1997,100000000.0,90199963.0,78342281.0,,0.87,-0.026,Florida SBA,2020-Q2,2025-02-19
"Thomas H. Lee Equity Fund V, L.P.",2000,50000000.0,52312374.0,85506188.0,,1.63,0.134,Florida SBA,2020-Q2,2025-02-19
Thomas H. Lee Equity Fund VI L.P.,2006,75000000.0,74227261.0,140526800.0,,1.89,0.123,Florida SBA,2020-Q2,2025-02-19
"Tiger Iron Special Opportunities Fund, L.P.",2016,191877777.0,125230501.0,3435287.0,139606701.0,1.14,0.09,Florida SBA,2020-Q2,2025-02-19
"Tiger Iron Special Opportunities Fund II, L.P.",2019,111000000.0,24282685.0,0.0,24206992.0,1.0,-0.005,Florida SBA,2020-Q2,2025-02-19
"TowerBrook Investors II, L.P.",2005,75000000.0,55646291.0,99134255.0,874877.0,1.8,0.094,Florida SBA,2020-Q2,2025-02-19
"TowerBrook Investors III, L.P.",2007,150000000.0,117184237.0,164728468.0,1648916.0,1.42,0.088,Florida SBA,2020-Q2,2025-02-19
"TowerBrook Investors IV, L.P.",2012,190000000.0,160216149.0,69691081.0,156644399.0,1.41,0.179,Florida SBA,2020-Q2,2025-02-19
"TowerBrook Investors V, L.P.",2018,200000000.0,16083467.0,0.0,13669131.0,0.85,,Florida SBA,2020-Q2,2025-02-19
"TPG Growth Fund II, L.P.",2011,100000000.0,106221671.0,138868876.0,55252040.0,1.83,0.144,Florida SBA,2020-Q2,2025-02-19
"TPG Growth Fund III, L.P.",2015,100000000.0,103418810.0,56932755.0,81042589.0,1.33,0.153,Florida SBA,2020-Q2,2025-02-19
"TPG Growth IV, L.P.",2017,100000000.0,62978855.0,625123.0,62656299.0,1.0,0.004,Florida SBA,2020-Q2,2025-02-19
"TPG Partners IV, L.P.",2003,50000000.0,46300567.0,87658674.0,,1.89,0.143,Florida SBA,2020-Q2,2025-02-19
"TPG Partners V, L.P.",2006,100000000.0,88340161.0,104111914.0,,1.18,0.026,Florida SBA,2020-Q2,2025-02-19
"TPG Partners VI, L.P.",2007,200000000.0,179036297.0,255103553.0,,1.42,0.113,Florida SBA,2020-Q2,2025-02-19
"Trident V, L.P.",2008,75000000.0,77415343.0,91677639.0,47140488.0,1.79,0.118,Florida SBA,2020-Q2,2025-02-19
"Trident VI Fund, L.P.",2013,75000000.0,78343030.0,70993132.0,71788076.0,1.82,0.211,Florida SBA,2020-Q2,2025-02-19
"Trident VII, L.P.",2016,75000000.0,64623724.0,9617303.0,70320202.0,1.24,0.142,Florida SBA,2020-Q2,2025-02-19
"Trident VIII, L.P.",2018,100000000.0,7171376.0,0.0,6953261.0,0.97,,Florida SBA,2020-Q2,2025-02-19
"CVE-Kauffman Fellows Endowment Fund II, L.P.",2010,100000000.0,86913836.0,65770336.0,177490191.0,2.8,0.16,Florida SBA,2020-Q2,2025-02-19
"TrueBridge FLSBA Special Purpose, LLC",2011,47972078.0,39177451.0,33686276.0,77254638.0,2.83,0.187,Florida SBA,2020-Q2,2025-02-19
TrueBridge Special Purpose II (F),2013,22500000.0,17627542.0,2069600.0,39494323.0,2.36,0.212,Florida SBA,2020-Q2,2025-02-19
"TrueBridge-Kauffman Fellows Fund III, L.P.",2013,125000000.0,115000000.0,33036861.0,208522446.0,2.1,0.163,Florida SBA,2020-Q2,2025-02-19
"TrueBridge Capital FSA, LLC",2015,79600000.0,59877317.0,1442750.0,84985992.0,1.44,0.226,Florida SBA,2020-Q2,2025-02-19
"TrueBridge Capital FSA II, LLC",2020,18407500.0,4043909.0,0.0,3877483.0,0.96,,Florida SBA,2020-Q2,2025-02-19
Truebridge-Kauffman Fellows Endowment Fund IV,2015,125000000.0,116250000.0,2500000.0,189333545.0,1.65,0.242,Florida SBA,2020-Q2,2025-02-19
"TrueBridge Capital Partners Fund V, L.P.",2017,100000000.0,55000000.0,0.0,59801813.0,1.09,0.0969999999999999,Florida SBA,2020-Q2,2025-02-19
"TrueBridge Capital Partners Fund VI, L.P.",2019,100000000.0,5000000.0,0.0,4235337.0,0.85,,Florida SBA,2020-Q2,2025-02-19
"TSG Capital Fund III, L.P.",1998,100000000.0,100963018.0,54615569.0,,0.54,-0.1369999999999999,Florida SBA,2020-Q2,2025-02-19
"W Capital Partners III, L.P.",2011,75000000.0,61529697.0,41171598.0,39523108.0,1.31,0.08,Florida SBA,2020-Q2,2025-02-19
Warburg Pincus China,2016,68000000.0,64396000.0,11726260.0,77782777.0,1.39,0.179,Florida SBA,2020-Q2,2025-02-19
"Warburg Pincus Private Equity IX, L.P.",2005,75000000.0,75000000.0,126817887.0,2495392.0,1.72,0.0969999999999999,Florida SBA,2020-Q2,2025-02-19
"Warburg Pincus Private Equity X, L.P.",2007,150000000.0,150000000.0,231645534.0,28416545.0,1.73,0.092,Florida SBA,2020-Q2,2025-02-19
"Warburg Pincus Private Equity Fund XI, L.P.",2011,200000000.0,200000000.0,205454966.0,108640632.0,1.57,0.114,Florida SBA,2020-Q2,2025-02-19
"Warburg Pincus Private Equity Fund XII, L.P.",2015,87000000.0,86445000.0,10532070.0,97362673.0,1.25,0.1009999999999999,Florida SBA,2020-Q2,2025-02-19
"Warburg Pincus China-Southeast Asia II, L.P.",2019,68000000.0,2380000.0,0.0,2018053.0,0.85,-0.148,Florida SBA,2020-Q2,2025-02-19
"Waterland Private Equity VI, L.P.",2015,61110432.0,47027616.0,14967773.0,59211546.0,1.58,0.205,Florida SBA,2020-Q2,2025-02-19
Waterland Private Equity Fund VII C.V.,2017,113659612.0,32053208.0,0.0,32200820.0,1.0,0.006,Florida SBA,2020-Q2,2025-02-19
"Wellspring Capital Partners III, L.P.",2002,50000000.0,49189212.0,107708276.0,,2.19,0.271,Florida SBA,2020-Q2,2025-02-19
"Wellspring Capital Partners IV, L.P.",2005,75000000.0,77179692.0,108153435.0,,1.4,0.066,Florida SBA,2020-Q2,2025-02-19
"Wellspring Capital Partners V, L.P.",2009,150000000.0,149154640.0,234406066.0,,1.57,0.163,Florida SBA,2020-Q2,2025-02-19
"Willis Stein & Partners II, L.P.",1998,40000000.0,40111131.0,23444625.0,,0.58,-0.0969999999999999,Florida SBA,2020-Q2,2025-02-19
"Willis Stein & Partners III, L.P.",2000,100000000.0,106335549.0,106898376.0,,1.01,0.001,Florida SBA,2020-Q2,2025-02-19
"WindRose Health Investors V, L.P.",2018,50000000.0,6793238.0,0.0,5747198.0,0.85,-0.209,Florida SBA,2020-Q2,2025-02-19
"ABRY Advanced Securities Fund II, L.P.",2011,150000000.0,84012784.0,144123319.0,10175271.0,1.84,0.131,Florida SBA,2020-Q2,2025-02-19
"ABRY Advanced Securities Fund III, LP",2014,150000000.0,210238201.0,60238206.0,118193257.0,0.85,-0.107,Florida SBA,2020-Q2,2025-02-19
"ABRY Senior Equity Partners III, L.P.",2010,60000000.0,55587033.0,90889604.0,1705818.0,1.67,0.1639999999999999,Florida SBA,2020-Q2,2025-02-19
"ABRY Senior Equity Partners IV, L.P.",2012,60000000.0,56833116.0,76434278.0,16903820.0,1.64,0.142,Florida SBA,2020-Q2,2025-02-19
"ABRY Senior Equity Partners V, L.P.",2016,60000000.0,36153735.0,7495901.0,32082251.0,1.09,0.086,Florida SBA,2020-Q2,2025-02-19
"Apollo Credit Liquidity Fund, L.P.",2007,238233051.0,103039403.0,150169477.0,,1.46,0.061,Florida SBA,2020-Q2,2025-02-19
"Atalaya Special Opportunities Fund VI, L.P.",2015,100000000.0,114750000.0,86817881.0,63249862.0,1.31,0.114,Florida SBA,2020-Q2,2025-02-19
Atalaya Special Opportunities Fund VII LP,2018,150000000.0,72375000.0,22967884.0,49379801.0,1.0,0.0,Florida SBA,2020-Q2,2025-02-19
"Audax Credit Opportunities (SBA), LLC",2010,200000000.0,200000001.0,0.0,331795909.0,1.66,0.057,Florida SBA,2020-Q2,2025-02-19
"Audax Mezzanine Fund IV, L.P.",2015,150000000.0,88972069.0,47692232.0,50819747.0,1.11,0.0819999999999999,Florida SBA,2020-Q2,2025-02-19
"Bayview Opportunity Master Fund II-B, L.P.",2010,100000000.0,100000000.0,150785311.0,,1.51,0.181,Florida SBA,2020-Q2,2025-02-19
"Bayview Opportunity Master Fund IIIb, L.P.",2011,150000000.0,143843910.0,202348740.0,2872255.0,1.43,0.1009999999999999,Florida SBA,2020-Q2,2025-02-19
"Bayview Opportunity Master Fund IV-B, L.P",2014,150000000.0,120527313.0,140309770.0,27926833.0,1.4,0.125,Florida SBA,2020-Q2,2025-02-19
Benefit Street Partners CRE Conduit,2013,125000000.0,125000000.0,144648450.0,,1.16,0.051,Florida SBA,2020-Q2,2025-02-19
Benefit Street Partners Debt Fund IV L.P.,2016,150000000.0,105286879.0,37237936.0,78647158.0,1.1,0.054,Florida SBA,2020-Q2,2025-02-19
"BlackRock Carbon Capital III, L.P.",2007,100000000.0,98892905.0,124271111.0,,1.26,0.093,Florida SBA,2020-Q2,2025-02-19
BlackRock Carbon Capital V,2013,150000000.0,137829245.0,164367487.0,1066267.0,1.2,0.061,Florida SBA,2020-Q2,2025-02-19
BlackRock Carbon Capital VI,2016,150000000.0,139632648.0,50310892.0,101708542.0,1.09,0.05,Florida SBA,2020-Q2,2025-02-19
"Blackstone / GSO Capital Solutions Fund, L.P.",2009,100000000.0,90058356.0,119451127.0,1486729.0,1.34,0.096,Florida SBA,2020-Q2,2025-02-19
"Blackstone Credit Liquidity Partners, L.P.",2007,250000000.0,225252407.0,279800518.0,,1.24,0.089,Florida SBA,2020-Q2,2025-02-19
Blackstone Tactical Opportunities Fund II,2014,200000000.0,157822074.0,89462790.0,110897813.0,1.27,0.105,Florida SBA,2020-Q2,2025-02-19
Blackstone Tactical Opportunities Fund - FD L.P.,2018,250000000.0,66631116.0,821818.0,67587047.0,1.03,0.044,Florida SBA,2020-Q2,2025-02-19
Blue Torch Credit Opportunities Fund II LP,2019,250000000.0,7766991.0,0.0,7778830.0,1.0,,Florida SBA,2020-Q2,2025-02-19
"Boston Timber Opportunities, LLC",2012,300000000.0,267321857.0,50199750.0,302777659.0,1.32,0.049,Florida SBA,2020-Q2,2025-02-19
"Centerbridge Capital Partners III, L.P.",2014,125000000.0,110403299.0,46228245.0,119296473.0,1.5,0.19,Florida SBA,2020-Q2,2025-02-19
"Carlyle Mezzanine Partners II, L.P.",2008,150000000.0,135663786.0,167969337.0,1193396.0,1.25,0.063,Florida SBA,2020-Q2,2025-02-19
"Castlelake II, L.P.",2010,75000000.0,60363408.0,93266582.0,6134969.0,1.65,0.131,Florida SBA,2020-Q2,2025-02-19
"Castlelake III, L.P.",2013,75000000.0,69405348.0,43284230.0,52003225.0,1.37,0.07,Florida SBA,2020-Q2,2025-02-19
"Castlelake IV, L.P.",2015,95000000.0,98518520.0,30082314.0,97636190.0,1.3,0.084,Florida SBA,2020-Q2,2025-02-19
"Castlelake Aviation III Stable Yield, L.P.",2016,150000000.0,118723733.0,20201937.0,150661107.0,1.44,0.321,Florida SBA,2020-Q2,2025-02-19
"Cerberus FSBA Levered Loan Opportunities Fund, LP",2016,200000000.0,172178217.0,0.0,226529049.0,1.32,0.1009999999999999,Florida SBA,2020-Q2,2025-02-19
Cerberus Institutional Real Estate Partners - Series Three,2012,150000000.0,119476102.0,131685495.0,60568229.0,1.61,0.1169999999999999,Florida SBA,2020-Q2,2025-02-19
"Cerberus Institutional Real Estate Partners V, L.P.",2020,225000000.0,0.0,0.0,,,,Florida SBA,2020-Q2,2025-02-19
Chambers Energy Capital III,2015,50000000.0,57165106.0,22715142.0,27222413.0,0.87,-0.091,Florida SBA,2020-Q2,2025-02-19
"Chambers Energy Capital IV, LP",2018,200000000.0,23601844.0,0.0,23305593.0,0.99,,Florida SBA,2020-Q2,2025-02-19
"Coastline Fund, L.P.",2015,250000000.0,251992371.0,161322502.0,146409877.0,1.22,0.074,Florida SBA,2020-Q2,2025-02-19
"Coastline Fund, L.P. (Tranche II)",2015,250000000.0,194026996.0,51079880.0,151437408.0,1.04,0.034,Florida SBA,2020-Q2,2025-02-19
"Colony Distressed Credit Fund II, L.P.",2011,75000000.0,64094200.0,74684700.0,10025677.0,1.32,0.075,Florida SBA,2020-Q2,2025-02-19
Colony Distressed Credit Fund III,2013,150000000.0,128231765.0,121527132.0,48591156.0,1.33,0.089,Florida SBA,2020-Q2,2025-02-19
Colony Distressed Credit Fund IV,2015,150000000.0,225748767.0,112616653.0,134731281.0,1.1,0.05,Florida SBA,2020-Q2,2025-02-19
"CVI Credit Value Fund, L.P.",2010,100000000.0,95000000.0,209871829.0,3846923.0,2.25,0.1969999999999999,Florida SBA,2020-Q2,2025-02-19
"CVI Credit Value Fund II, L.P.",2012,200000000.0,190000000.0,258841825.0,7780302.0,1.4,0.083,Florida SBA,2020-Q2,2025-02-19
"CVI Credit Value Fund III, L.P.",2014,200000000.0,190000000.0,147323242.0,92415225.0,1.26,0.079,Florida SBA,2020-Q2,2025-02-19
"CVI Credit Value Fund A IV, L.P.",2017,150000000.0,135000000.0,30733.0,132697788.0,0.98,-0.0139999999999999,Florida SBA,2020-Q2,2025-02-19
CVI Credit Value Fund A V LP,2020,350000000.0,17558333.0,0.0,17558333.0,1.0,,Florida SBA,2020-Q2,2025-02-19
"CVI Global Value Fund, L.P.",2006,250000000.0,237500000.0,541178010.0,6931724.0,2.31,0.212,Florida SBA,2020-Q2,2025-02-19
Deerfield Private Design Fund IV,2016,100000000.0,90000000.0,0.0,94933123.0,1.05,0.033,Florida SBA,2020-Q2,2025-02-19
"Drum Capital Management Special Situation Partners II, L.P.",2006,100000000.0,91121142.0,111520304.0,27187462.0,1.52,0.065,Florida SBA,2020-Q2,2025-02-19
"EIG Energy Fund XVI, L.P.",2013,100000000.0,88609354.0,38836894.0,61751514.0,1.14,0.042,Florida SBA,2020-Q2,2025-02-19
"EIG Global Project Fund V, L.P.",2019,200000000.0,7081291.0,0.0,6907357.0,0.98,,Florida SBA,2020-Q2,2025-02-19
"Falcon Strategic Partners III, L.P.",2008,75000000.0,74359265.0,101628633.0,12936990.0,1.54,0.094,Florida SBA,2020-Q2,2025-02-19
"Falcon Strategic Partners IV, L.P.",2012,100000000.0,101085151.0,57961213.0,80110677.0,1.37,0.081,Florida SBA,2020-Q2,2025-02-19
Falko Regional Aircraft Opportunities Fund II L.P.,2018,150000000.0,101055248.0,4837042.0,81706633.0,0.86,-0.32,Florida SBA,2020-Q2,2025-02-19
"Florida Growth Fund I, LLC",2009,250000000.0,238354701.0,280612564.0,97677299.0,1.59,0.107,Florida SBA,2020-Q2,2025-02-19
"Florida Growth Fund I (Tranche II), LLC",2011,250000000.0,262419609.0,191456792.0,171258774.0,1.38,0.1009999999999999,Florida SBA,2020-Q2,2025-02-19
"Florida Growth Fund II, LLC",2014,250000000.0,201647492.0,40903476.0,185605345.0,1.12,0.05,Florida SBA,2020-Q2,2025-02-19
Florida Growth Fund II LLC (Tranche II),2019,125000000.0,33159548.0,0.0,31239055.0,0.94,,Florida SBA,2020-Q2,2025-02-19
Florida Sunshine State Fund L.P.,2018,125000000.0,37115357.0,1580000.0,39510211.0,1.11,0.156,Florida SBA,2020-Q2,2025-02-19
Gallatin Point Capital Partners LP,2018,100000000.0,46924185.0,14191056.0,28235967.0,0.9,-0.099,Florida SBA,2020-Q2,2025-02-19
"GI Partners Fund III, L.P.",2007,100000000.0,98921021.0,159418256.0,1193494.0,1.62,0.132,Florida SBA,2020-Q2,2025-02-19
"GI Partners Fund IV, L.P.",2012,150000000.0,155994960.0,99316847.0,186707601.0,1.83,0.18,Florida SBA,2020-Q2,2025-02-19
"Global Infrastructure Partners II, L.P.",2010,150000000.0,157431923.0,113898762.0,152994779.0,1.7,0.162,Florida SBA,2020-Q2,2025-02-19
"Global Infrastructure Partners III, L.P.",2015,150000000.0,141363212.0,37555832.0,110308757.0,1.05,0.023,Florida SBA,2020-Q2,2025-02-19
"Global Infrastructure Partners IV-C, L.P.",2018,225000000.0,5253631.0,0.0,1.0,0.0,-1.0,Florida SBA,2020-Q2,2025-02-19
Global Transport Income Fund Master Partnership SCSp,2016,200000000.0,0.0,0.0,,,,Florida SBA,2020-Q2,2025-02-19
GOF II Feeder B,2017,150000000.0,71250000.0,0.0,69475351.0,0.98,,Florida SBA,2020-Q2,2025-02-19
"Green Credit Investors, L.P.",2007,250000000.0,250000000.0,283805081.0,,1.14,0.083,Florida SBA,2020-Q2,2025-02-19
"Grain Communications Opportunity Fund II, L.P.",2018,70000000.0,37045356.0,0.0,36479017.0,0.98,-0.023,Florida SBA,2020-Q2,2025-02-19
"GS Distressed Opportunities Fund I, L.P.",2002,150000000.0,144679575.0,144000577.0,,1.0,-0.001,Florida SBA,2020-Q2,2025-02-19
"GSO Capital Opportunities Fund, L.P.",2007,200000000.0,187631972.0,317916977.0,2266402.0,1.71,0.183,Florida SBA,2020-Q2,2025-02-19
"GSO Capital Opportunities Fund II, L.P.",2010,150000000.0,115182947.0,117039879.0,32345893.0,1.3,0.088,Florida SBA,2020-Q2,2025-02-19
GSO Capital Opportunities Fund III LP,2016,200000000.0,143366561.0,60160000.0,102663758.0,1.14,0.0819999999999999,Florida SBA,2020-Q2,2025-02-19
"GSO Capital Solutions Fund II, L.P.",2012,200000000.0,125725761.0,102656534.0,17457266.0,0.96,-0.022,Florida SBA,2020-Q2,2025-02-19
GSO Capital Solutions Fund III LP,2017,200000000.0,47401396.0,12122677.0,31330554.0,0.92,-0.09,Florida SBA,2020-Q2,2025-02-19
GSO Energy Select Opportunities Fund LP,2014,100000000.0,59595623.0,21925152.0,40300086.0,1.04,0.018,Florida SBA,2020-Q2,2025-02-19
GSO Energy Select Opportunities Feeder Fund II L.P.,2018,150000000.0,10711825.0,1611952.0,10446242.0,1.13,0.121,Florida SBA,2020-Q2,2025-02-19
