fund_name,vintage_year,capital_committed,capital_contributed,capital_distributed,nav,net_irr,tvpi,source,reporting_period,scraped_date
"Thoma Cressey Fund VII, L.P.",2001,40000000.0,40141804.0,85646579.89987999,261478.0,0.2421947291168737,2.140114527485611,Massachusetts PRIM,2020-Q1,2025-02-19
"Thomas H. Lee Equity Fund VI, L.P.",2006,125000000.0,132856805.71,207226754.59,5037528.0,0.07753777789864769,1.5976922029371288,Massachusetts PRIM,2020-Q1,2025-02-19
"Thomas H. Lee Equity Fund VII, L.P.",2015,50000000.0,49165847.00000001,16532268.0,54689772.0,0.19700860443145993,1.4486080144210676,Massachusetts PRIM,2020-Q1,2025-02-19
"Thomas H. Lee Equity Fund VIII, L.P.",2018,50000000.0,15209357.0,3805565.0,13535612.0,0.42049313730691096,1.1401650313027698,Massachusetts PRIM,2020-Q1,2025-02-19
"Thompson Street Capital Partners V, L.P.",2018,55000000.0,20411446.0,,18547751.0,-0.1649746671729232,0.9086936319945192,Massachusetts PRIM,2020-Q1,2025-02-19
"TorQuest Partners Fund II, LP",2006,23022525.17211685,22551065.12231021,25469546.711458847,1734357.4680570299,0.03297076224207669,1.2063245807668095,Massachusetts PRIM,2020-Q1,2025-02-19
"Towerbrook Investors III, L.P.",2008,50000000.0,52851486.0,64691327.00000001,4054266.48,0.08545950564352989,1.3007315154771617,Massachusetts PRIM,2020-Q1,2025-02-19
"Towerbrook Investors IV, L.P.",2013,75000000.0,56659119.00000001,20050691.0,58792533.94,0.17054429560459788,1.3915363728122918,Massachusetts PRIM,2020-Q1,2025-02-19
"Towerbrook Investors V, L.P.",2019,150000000.0,12062600.0,,10498292.809999999,-0.12968242252918882,0.8703175774708604,Massachusetts PRIM,2020-Q1,2025-02-19
"TowerBrook Structured Opportunities Fund II, L.P.",2019,75000000.0,2692406.0,57143.0,2328740.83,-0.11631558973841072,0.8861530653252147,Massachusetts PRIM,2020-Q1,2025-02-19
"TPG Partners III, L.P.",2000,75000000.0,69086224.0,171400457.0,99804.0,0.24529558426762552,2.482408953194489,Massachusetts PRIM,2020-Q1,2025-02-19
"TPG Partners IV, L.P.",2003,75000000.0,82254032.0,157466053.99990702,907872.0,0.1525082968574481,1.9254244703762,Massachusetts PRIM,2020-Q1,2025-02-19
"TPG Partners V, L.P.",2006,125000000.0,131540123.0,176239290.33,2353798.0,0.04803078294910841,1.3577080837152629,Massachusetts PRIM,2020-Q1,2025-02-19
"TPG Partners VI, L.P.",2008,200000000.0,217866558.0,288347912.34999996,38349499.00000001,0.10039623544005138,1.4995298697930501,Massachusetts PRIM,2020-Q1,2025-02-19
"Trident VII, L.P.",2017,50000000.0,42108659.3,5437720.08,42839204.43,0.10216038092943214,1.146484483537095,Massachusetts PRIM,2020-Q1,2025-02-19
Union Square Ventures 2004,2004,10000000.0,10027740.889999999,123503859.68,916606.0,0.6754732697875906,12.407626707235352,Massachusetts PRIM,2020-Q1,2025-02-19
"Union Square Ventures 2008, L.P.",2008,10000000.0,9500000.0,23493737.7,10607599.0,0.200938949308203,3.5896143894736845,Massachusetts PRIM,2020-Q1,2025-02-19
"Union Square Ventures 2012 Fund, L.P.",2011,15000000.0,14025000.0,7319512.0,47210272.0,0.2589112493556941,3.8880416399286992,Massachusetts PRIM,2020-Q1,2025-02-19
"Union Square Ventures 2014, L.P.",2014,11250000.0,10462500.0,1127685.0,22584881.0,0.23806636650611288,2.2664340262843488,Massachusetts PRIM,2020-Q1,2025-02-19
"Union Square Ventures Opportunity 2014, L.P.",2014,11250000.0,8212500.0,642856.0,13741237.0,0.15956594695475187,1.7514877321156774,Massachusetts PRIM,2020-Q1,2025-02-19
"Union Square Ventures Opportunity Fund, L.P.",2010,11250000.0,10950000.0,31255453.22,8533914.0,0.5850603460935249,3.6337321662100455,Massachusetts PRIM,2020-Q1,2025-02-19
"USV 2016, L.P.",2016,11250000.0,7762500.0,,9111464.0,0.09171709998045881,1.1737795813204508,Massachusetts PRIM,2020-Q1,2025-02-19
"USV 2019, L.P.",2019,11250000.0,2981250.0,,2570665.0,-0.3074987511952221,0.862277568134172,Massachusetts PRIM,2020-Q1,2025-02-19
"USV Opportunity 2019, L.P.",2019,14062500.0,4570313.0,,4386130.0,-0.05635306582269517,0.9597001343234042,Massachusetts PRIM,2020-Q1,2025-02-19
"Vestar Capital Partners III, L.P.",1997,22000000.0,21428907.06,24397964.96,12580.0,0.025845315309526763,1.1391409226635565,Massachusetts PRIM,2020-Q1,2025-02-19
"Vestar Capital Partners IV, L.P.",2000,65000000.0,63501159.96,112171495.69000001,401054.0,0.13448574827985102,1.7727636748826407,Massachusetts PRIM,2020-Q1,2025-02-19
"Vestar Capital Partners V, L.P.",2006,125000000.0,125748324.42,150930626.67999998,13153808.0,0.03762519508207133,1.3048637859535783,Massachusetts PRIM,2020-Q1,2025-02-19
"Vista Equity Partners Fund III, L.P.",2007,50000000.0,53350324.99999999,127364547.0,3980345.0,0.2688420789651195,2.4619323687343986,Massachusetts PRIM,2020-Q1,2025-02-19
"Vista Equity Partners Fund V, L.P.",2014,100000000.0,121819183.0,120011432.0,99034093.0,0.20239054270387222,1.7981201285843464,Massachusetts PRIM,2020-Q1,2025-02-19
"Vista Equity Partners IV, L.P.",2011,150000000.0,151609480.0,195813167.0,86791176.0,0.15544518296703527,1.8640281795043425,Massachusetts PRIM,2020-Q1,2025-02-19
"Waterland Private Equity Fund VII, C.V.",2018,55273546.28554491,11841764.621355653,,10339365.269298,-0.16351752521492383,0.8731270718429753,Massachusetts PRIM,2020-Q1,2025-02-19
"Weston Presidio V, L.P.",2005,45000000.0,43876287.52,98511846.84,3068781.94,0.15289835488280554,2.3151600675808504,Massachusetts PRIM,2020-Q1,2025-02-19
"Westview Capital Partners II, L.P.",2009,25000000.0,24371802.64,59333268.64,4635433.0,0.24632300649760625,2.6247012822519724,Massachusetts PRIM,2020-Q1,2025-02-19
"Westview Capital Partners III, L.P.",2014,30000000.0,28675858.600000005,21426436.59,27910955.0,0.21967151770829157,1.7205201168762911,Massachusetts PRIM,2020-Q1,2025-02-19
"WestView Capital Partners IV, L.P.",2018,50000000.0,19257144.0,,21138691.0,0.12693645427338818,1.0977064407889354,Massachusetts PRIM,2020-Q1,2025-02-19
