fund_name,gp_name,vintage_year,committed,cash_in,cash_out,remaining_value,total_value,tvpi,dpi,rvpi,net_irr,source,as_of_date
"TPG Growth VI, L.P.",TPG Growth,2024.0,200000000.0,74267435.0,157853.0,79985677.0,80143530.0,1.0,0.0021254672387702634,1.076995280636796,,CalPERS,"June 30, 2025"
"TPG Life Sciences Innovations, L.P.",TPG Life,2024.0,75000000.0,26320566.0,0.0,18235648.0,18235648.0,1.0,0.0,0.6928288700174609,,CalPERS,"June 30, 2025"
"Triangle Investment Opportunities II, L.P.",Triangle Investment,2024.0,1000000000.0,110990194.0,0.0,366344224.0,366344224.0,1.0,0.0,3.300690005100811,,CalPERS,"June 30, 2025"
Verdane Edda III (D1) AB,Verdane Edda,2024.0,114475623.0,33329164.0,0.0,44780078.0,44780078.0,1.0,0.0,1.3435703937848547,,CalPERS,"June 30, 2025"
Whitney Global Partners II L.P.,Whitney Global,2024.0,281660033.0,142216222.0,0.0,168029776.0,168029776.0,1.0,0.0,1.181509209265874,,CalPERS,"June 30, 2025"
Wigeavenmore Co-Investment LP,Wigeavenmore Co-Investment,2024.0,296173176.0,179429651.0,0.0,249904975.0,249904975.0,1.0,0.0,1.392774124049319,,CalPERS,"June 30, 2025"
"2024 Golden Bay, L.P.",2024 Golden,2025.0,100000000.0,24096354.0,0.0,25902684.0,25902684.0,1.0,0.0,1.0749627931262962,,CalPERS,"June 30, 2025"
"Accel-KKR Capital Partners VII, LP",Accel,2025.0,180000000.0,2515603.0,0.0,0.0,0.0,1.0,0.0,0.0,,CalPERS,"June 30, 2025"
"Apollo S3 Equity & Hybrid Solutions Fund, L.P.",Apollo S3,2025.0,175000000.0,42194086.0,0.0,50714995.0,50714995.0,1.0,0.0,1.2019455759747941,,CalPERS,"June 30, 2025"
"Bear Coast Partnerships, L.P.",Bear Coast,2025.0,150000000.0,6139595.0,0.0,5116908.0,5116908.0,1.0,0.0,0.8334276120819044,,CalPERS,"June 30, 2025"
"Berkshire Fund XI, L.P.",Berkshire Fund,2025.0,300000000.0,5229134.0,0.0,3461594.0,3461594.0,1.0,0.0,0.6619822708693256,,CalPERS,"June 30, 2025"
Blackstone Capital Partners IX L.P.,Blackstone Capital,2025.0,200000000.0,11975471.0,0.0,10359141.0,10359141.0,1.0,0.0,0.8650299432899132,,CalPERS,"June 30, 2025"
Cap Co-Invest LP,Cap Co-Invest,2025.0,100000000.0,12970000.0,0.0,14011925.0,14011925.0,1.0,0.0,1.0803334618350038,,CalPERS,"June 30, 2025"
CF24XB SCSp,CF24XB SCSp,2025.0,30906908.0,24725526.0,0.0,30455659.0,30455659.0,1.0,0.0,1.2317496905829224,,CalPERS,"June 30, 2025"
EQT Healthcare Growth (No.2) SCSp,EQT Healthcare,2025.0,117024198.0,34073192.0,0.0,31902859.0,31902859.0,1.0,0.0,0.9363037956643452,,CalPERS,"June 30, 2025"
"Francisco Partners Agility III, L.P.",Francisco Partners,2025.0,100000000.0,2100000.0,0.0,2787055.0,2787055.0,1.0,0.0,1.3271690476190476,,CalPERS,"June 30, 2025"
"GA Continuity II (GT) Fund, L.P.",GA Continuity,2025.0,31619538.0,28122024.0,0.0,35080612.0,35080612.0,1.0,0.0,1.2474426449532936,,CalPERS,"June 30, 2025"
"GB Palisade Partners, L.P.",GB Palisade,2025.0,70000000.0,55421986.0,0.0,55145612.0,55145612.0,1.0,0.0,0.9950132786652575,,CalPERS,"June 30, 2025"
"Generation IM Sustainable Private Equity Fund II (A), ILP",Generation IM,2025.0,100000000.0,9846194.0,0.0,9273230.0,9273230.0,1.0,0.0,0.9418085810618804,,CalPERS,"June 30, 2025"
"Griffin Gaming Partners III, L.P.",Griffin Gaming,2025.0,50000000.0,10000000.0,0.0,8030780.0,8030780.0,1.0,0.0,0.803078,,CalPERS,"June 30, 2025"
"Highland Citrus Holdings, L.P.",Highland Citrus,2025.0,100000000.0,5049000.0,0.0,4965719.0,4965719.0,1.0,0.0,0.9835054466230937,,CalPERS,"June 30, 2025"
"Jomo Growth Opportunities Fund, L.P.",Jomo Growth,2025.0,100000000.0,7004333.0,0.0,6742107.0,6742107.0,1.0,0.0,0.9625623167830542,,CalPERS,"June 30, 2025"
"Lightspeed Opportunity Fund III, L.P.",Lightspeed,2025.0,200000000.0,50000000.0,0.0,48449498.0,48449498.0,1.0,0.0,0.96898996,,CalPERS,"June 30, 2025"
"Lightspeed Venture Partners Select VI, L.P.",Lightspeed,2025.0,100000000.0,20000000.0,0.0,18744907.0,18744907.0,1.0,0.0,0.93724535,,CalPERS,"June 30, 2025"
"Lightspeed Venture Partners XV-A (Inception), L.P.",Lightspeed,2025.0,45000000.0,3150000.0,0.0,2807208.0,2807208.0,1.0,0.0,0.8911771428571429,,CalPERS,"June 30, 2025"
"Lightspeed Venture Partners XV-B (Ignite), L.P.",Lightspeed,2025.0,55000000.0,7150000.0,0.0,6900689.0,6900689.0,1.0,0.0,0.9651313286713287,,CalPERS,"June 30, 2025"
"Mayfield Select III, a Delaware Limited Partnership",Mayfield,2025.0,24000000.0,4800000.0,0.0,4716999.0,4716999.0,1.0,0.0,0.982708125,,CalPERS,"June 30, 2025"
"Noosa SPV, LP","Noosa SPV,",2025.0,50000000.0,9000360.0,0.0,8586468.0,8586468.0,1.0,0.0,0.9540138394464222,,CalPERS,"June 30, 2025"
"Otro Capital Fund I-A, LP",Otro Capital,2025.0,50000000.0,17225760.0,109436.0,18735713.0,18845149.0,1.0,0.006353043349030754,1.0876566839431177,,CalPERS,"June 30, 2025"
"Parker Capital Partners, L.P.",Parker Capital,2025.0,300000000.0,100431304.0,0.0,100015735.0,100015735.0,1.0,0.0,0.9958621566837368,,CalPERS,"June 30, 2025"
Pophouse Investment Platform SCA SICAV-RAIF ? Pophouse Co-Investment Fund II,Pophouse Investment,2025.0,38381453.0,21354817.0,0.0,23648102.0,23648102.0,1.0,0.0,1.107389588025971,,CalPERS,"June 30, 2025"
PSG VI L.P.,PSG VI,2025.0,250000000.0,25672570.0,621981.0,17747475.0,18369456.0,1.0,0.024227453659684248,0.6913010656899562,,CalPERS,"June 30, 2025"
"SignalFire Early Fund IV, L.P.",SignalFire Early,2025.0,94044821.0,18338740.0,0.0,17639838.0,17639838.0,1.0,0.0,0.9618893119156496,,CalPERS,"June 30, 2025"
"SignalFire Eureka Fund, L.P.",SignalFire Eureka,2025.0,150000000.0,28228870.0,0.0,28221897.0,28221897.0,1.0,0.0,0.9997529833819065,,CalPERS,"June 30, 2025"
"Strategic Partners (A), L.P.",Strategic Partners,2025.0,300000000.0,26017048.0,0.0,27178649.0,27178649.0,1.0,0.0,1.0446476863939367,,CalPERS,"June 30, 2025"
"TA XV-A, L.P.","TA XV-A,",2025.0,300000000.0,36000000.0,0.0,31281272.0,31281272.0,1.0,0.0,0.8689242222222222,,CalPERS,"June 30, 2025"
"Thoma Bravo Europe Fund, L.P.",Thoma Bravo,2025.0,114289385.0,36774777.0,0.0,46233415.0,46233415.0,1.0,0.0,1.2572044964405902,,CalPERS,"June 30, 2025"
"Thrive Capital Partners IX, L.P.",Thrive Capital,2025.0,104497791.0,13284543.0,0.0,12346590.0,12346590.0,1.0,0.0,0.9293951624831956,,CalPERS,"June 30, 2025"
"TPG NEXT (A), L.P.",TPG NEXT,2025.0,500000000.0,13950655.0,2255097.0,0.0,2255097.0,1.0,0.16164810899559914,0.0,,CalPERS,"June 30, 2025"
Fund,Fund,,,,,,,,,,,CalPERS,"June 30, 2025"
