fund_name,gp_name,vintage_year,committed,cash_in,cash_out,remaining_value,total_value,tvpi,dpi,rvpi,net_irr,source,as_of_date
"Apollo Investment Fund IV, L.P.",Apollo Investment,1998.0,150000000.0,154085315.0,254289011.0,36575.0,254325586.0,1.650550449924446,1.6503130814250533,0.00023736849939269035,0.085,CalPERS,"June 30, 2025"
Blackstone Communications Partners I L.P.,Blackstone Communications,2000.0,100000000.0,111242017.0,136083476.0,30239.0,136113715.0,1.2235818683510566,1.2233100376092605,0.00027183074179606075,0.065,CalPERS,"June 30, 2025"
"CalPERS Corporate Partners, LLC",CalPERS Corporate,2001.0,500000000.0,533507990.0,831997162.0,241.0,831997403.0,1.559484428714929,1.559483976987861,4.5172706785515995e-07,0.09300000000000001,CalPERS,"June 30, 2025"
CVC European Equity Partners III LP,CVC European,2001.0,200000000.0,234497567.0,595574634.0,16002551.0,611577185.0,2.608032112333174,2.5397902486553305,0.06824186367784361,0.41,CalPERS,"June 30, 2025"
"Yucaipa Corporate Initiatives Fund I, L.P.",Yucaipa Corporate,2001.0,200000000.0,288655697.0,222325508.0,3101016.0,225426524.0,0.7809529704172096,0.7702100125188245,0.010742957898385079,-0.037000000000000005,CalPERS,"June 30, 2025"
"California Community Venture Fund, LLC",California Community,2003.0,100000000.0,100067655.0,88478382.0,2863511.0,91341893.0,0.9128013742302645,0.8841856242159367,0.028615750014327805,-0.015,CalPERS,"June 30, 2025"
"Carlyle Europe Partners II, L.P.",Carlyle Europe,2003.0,42191699.0,93186079.0,149009090.0,88217.0,149097307.0,1.5999954993277483,1.5990488235909142,0.0009466757368340393,0.19699999999999998,CalPERS,"June 30, 2025"
"TPG Partners IV, L.P.",TPG Partners,2003.0,200000000.0,225811661.0,428892245.0,432822.0,429325067.0,1.9012528631105547,1.8993361241871385,0.0019167389234163597,0.153,CalPERS,"June 30, 2025"
Permira Europe III,Permira Europe,2004.0,126989866.0,126989866.0,219524851.0,64524.0,219589375.0,1.729188177897597,1.7286800743612092,0.0005081035363876989,0.266,CalPERS,"June 30, 2025"
"Advent International GPE V-D, L.P.",Advent International,2005.0,81099236.0,77609736.0,187471024.0,0.0,187471024.0,2.415560645638583,2.415560645638583,0.0,0.42700000000000005,CalPERS,"June 30, 2025"
"Birch Hill Equity Partners (US) III, LP",Birch Hill,2005.0,126371169.0,142696482.0,271382079.0,0.0,271382079.0,1.9018133817762934,1.9018133817762934,0.0,0.121,CalPERS,"June 30, 2025"
Bridgepoint Europe III 'D' LP,Bridgepoint Europe,2005.0,194508785.0,191932333.0,228563948.0,6175318.0,234739266.0,1.2230313795018581,1.1908569256020036,0.032174453899854384,0.024,CalPERS,"June 30, 2025"
"Carlyle Asia Growth Partners III, L.P.",Carlyle Asia,2005.0,75000000.0,84766869.0,78177512.0,0.0,78177512.0,0.9222649476412772,0.9222649476412772,0.0,-0.013999999999999999,CalPERS,"June 30, 2025"
CVC European Equity Partners IV (D) L.P.,CVC European,2005.0,325959862.0,406865452.0,726781649.0,411676.0,727193325.0,1.7873066425900423,1.7862948191531387,0.0010118234369036574,0.172,CalPERS,"June 30, 2025"
"Apollo Investment Fund VI, L.P.",Apollo Investment,2006.0,520000000.0,866357105.0,1218417644.0,8865862.0,1227283506.0,1.4166023443646831,1.406368848328427,0.010233496036256319,0.08199999999999999,CalPERS,"June 30, 2025"
"ArcLight Energy Partners Fund III, L.P.",ArcLight Energy,2006.0,200000000.0,212312180.0,314980433.0,0.0,314980433.0,1.4835721294934656,1.4835721294934656,0.0,0.086,CalPERS,"June 30, 2025"
Blackstone Capital Partners V L.P.,Blackstone Capital,2006.0,38400000.0,794822847.0,1222737110.0,0.0,1222737110.0,1.5383769032497376,1.5383769032497376,0.0,0.078,CalPERS,"June 30, 2025"
"California Emerging Ventures IV, LLC",California Emerging,2006.0,463143016.0,489333698.0,872675299.0,39237387.0,911912686.0,1.8635803945797331,1.7833950585598133,0.08018533601991988,0.11699999999999999,CalPERS,"June 30, 2025"
"China Privatization Fund (Del), L.P.",China Privatization,2006.0,100000000.0,69317995.0,133415962.0,0.0,133415962.0,1.9246944750782247,1.9246944750782247,0.0,0.13699999999999998,CalPERS,"June 30, 2025"
"Clearwater Capital Partners Fund III, L.P.",Clearwater Capital,2006.0,150000000.0,150000000.0,157031855.0,6709943.0,163741798.0,1.0916119866666667,1.0468790333333333,0.04473295333333333,0.013000000000000001,CalPERS,"June 30, 2025"
"First Reserve Fund XI, L.P.",First Reserve,2006.0,500000000.0,570151741.0,390767883.0,0.0,390767883.0,0.6853752341694594,0.6853752341694594,0.0,-0.095,CalPERS,"June 30, 2025"
"Francisco Partners II, L.P.",Francisco Partners,2006.0,175000000.0,174005517.0,286882216.0,711441.0,287593657.0,1.6527847045217539,1.648696092779633,0.004088611742120797,0.10400000000000001,CalPERS,"June 30, 2025"
KKR 2006 Fund L.P.,KKR 2006,2006.0,400000000.0,595407506.0,940703667.0,0.0,940703667.0,1.5799324958459626,1.5799324958459626,0.0,0.08199999999999999,CalPERS,"June 30, 2025"
"Lime Rock Partners IV, LP",Lime Rock,2006.0,43000000.0,47917078.0,139501029.0,82248.0,139583277.0,2.9130172962550014,2.911300830989736,0.0017164652652651316,0.146,CalPERS,"June 30, 2025"
"Madison Dearborn Capital Partners V, L.P.",Madison Dearborn,2006.0,300000000.0,351612894.0,544926216.0,0.0,544926216.0,1.54979019626055,1.54979019626055,0.0,0.075,CalPERS,"June 30, 2025"
Permira IV L.P.2,Permira IV,2006.0,281647594.0,354598629.0,501970036.0,60462334.0,562432370.0,1.5861098267246825,1.4156006113605137,0.17050921536416883,0.08199999999999999,CalPERS,"June 30, 2025"
"Sacramento Private Equity Partners, L.P.",Sacramento Private,2006.0,537857143.0,527013573.0,1004701814.0,42977479.0,1047679293.0,1.9879550483607753,1.9064059551270798,0.08154909323369552,0.11599999999999999,CalPERS,"June 30, 2025"
"Thomas H. Lee Equity Fund VI, L.P",Thomas H.,2006.0,240000000.0,402954172.0,556367009.0,0.0,556367009.0,1.3807203093060418,1.3807203093060418,0.0,0.07,CalPERS,"June 30, 2025"
"TPG Biotechnology Partners II, L.P.",TPG Biotechnology,2006.0,70000000.0,71952784.0,86914132.0,0.0,86914132.0,1.2079328577473805,1.2079328577473805,0.0,0.028999999999999998,CalPERS,"June 30, 2025"
"TPG Partners V, L.P.",TPG Partners,2006.0,600000000.0,811329685.0,1007256750.0,0.0,1007256750.0,1.2414888406307973,1.2414888406307973,0.0,0.037000000000000005,CalPERS,"June 30, 2025"
"57 Stars Global Opportunities Fund, LLC",57 Stars,2007.0,390500000.0,414697200.0,557770250.0,11902115.0,569672365.0,1.3737068034218702,1.345006067077376,0.028700736344494247,0.059000000000000004,CalPERS,"June 30, 2025"
"AACP AP Investors, L.P.",AACP AP,2007.0,14108080.0,15007205.0,16976917.0,0.0,16976917.0,1.1312510890602214,1.1312510890602214,0.0,0.02,CalPERS,"June 30, 2025"
AACP China Growth Investors,AACP China,2007.0,50000000.0,52040183.0,83160811.0,341281.0,83502092.0,1.6045695304338188,1.5980115019964476,0.006558028437371175,0.079,CalPERS,"June 30, 2025"
AACP India Investors B,AACP India,2007.0,5000000.0,5317745.0,21092084.0,53587.0,21145671.0,3.976435688435606,3.9663586727080746,0.010077015727531124,0.128,CalPERS,"June 30, 2025"
AACP India Venture Investors A,AACP India,2007.0,5000000.0,5065536.0,5653594.0,68797.0,5722391.0,1.1296713714007758,1.1160899853440978,0.013581386056677911,0.019,CalPERS,"June 30, 2025"
"Apollo Special Opportunities Managed Account, L.P.",Apollo Special,2007.0,800000000.0,800000000.0,1092675222.0,5598779.0,1098274001.0,1.37284250125,1.3658440275,0.00699847375,0.038,CalPERS,"June 30, 2025"
"ArcLight Energy Partners Fund IV, L.P.",ArcLight Energy,2007.0,250000000.0,255794752.0,388365992.0,481680.0,388847672.0,1.5201550030236741,1.5182719307704953,0.0018830722531789862,0.126,CalPERS,"June 30, 2025"
"Asia Alternatives Capital Partners, LP",Asia Alternatives,2007.0,50000000.0,53499274.0,95335473.0,350661.0,95686134.0,1.7885501399514319,1.7819956397912988,0.006554500160133014,0.11,CalPERS,"June 30, 2025"
Baring Vostok Private Equity Fund IV L.P. / Supplemental,Baring Vostok,2007.0,77775000.0,91865849.0,99394006.0,731469.0,100125475.0,1.0899096464018962,1.0819472859821935,0.007962360419702864,0.016,CalPERS,"June 30, 2025"
"CalPERS Clean Energy & Technology Fund, LLC",CalPERS Clean,2007.0,465000000.0,468423814.0,132249749.0,5715195.0,137964944.0,0.2945301666494693,0.28232926048460893,0.012200906164860354,-0.18600000000000003,CalPERS,"June 30, 2025"
"Capital Link Fund I, LLC",Capital Link,2007.0,502300000.0,600774708.0,865957934.0,35548162.0,901506096.0,1.500572650604992,1.441402113752099,0.059170536852892947,0.076,CalPERS,"June 30, 2025"
"Carlyle Europe Partners III, L.P.",Carlyle Europe,2007.0,241386586.0,460698733.0,742254678.0,893054.0,743147732.0,1.6130882912586608,1.6111498140369316,0.0019384772217291945,0.111,CalPERS,"June 30, 2025"
"Carlyle Partners V, L.P.",Carlyle Partners,2007.0,800000000.0,1067512609.0,1725940265.0,21152046.0,1747092311.0,1.6366011007931804,1.616786771836622,0.019814328956558488,0.128,CalPERS,"June 30, 2025"
"EMAlternatives Investments, L.P.","EMAlternatives Investments,",2007.0,100000000.0,117351233.0,127720593.0,10380542.0,138101135.0,1.1768187812734785,1.0883617473367322,0.08845703393674612,0.031,CalPERS,"June 30, 2025"
"Green Equity Investors V, L.P.",Green Equity,2007.0,400000000.0,445789540.0,1023767776.0,659113.0,1024426889.0,2.298005666530444,2.2965271369983244,0.0014785295321195738,0.184,CalPERS,"June 30, 2025"
KKR Asian Fund L.P.,KKR Asian,2007.0,272575591.0,355648095.0,601148863.0,86324.0,601235187.0,1.6905339729149962,1.6902912498378488,0.00024272307714736952,0.136,CalPERS,"June 30, 2025"
